rname       | cname        |
bd +35 4258   hd097471
bd +53 2820   hd104705
bd +56 524    bd +52 3210
hd001383      hd100276
hd013268      hd093028
hd014250      bd +52 3210
hd014434      hd091824
hd015558      hd091824
hd017505      hd091824
hd023060      bd +32 270
hd027778      hd051013
hd037903      bd +52 3210
hd038087      hd037525
hd045314      hd093028
hd046056      hd093028
hd046150      hd091824
hd046202      hd093028
hd047129      hd093028
hd047240      hd100276
hd047417      hd104705
hd062542      hd051013
hd073882      hd116852
hd091651      hd093028
hd093129      hd091824
hd093205      hd091824
hd093222      hd093028
hd093250      hd091824
hd093827      hd075309
hd096675      hd037525
hd096715      hd091824
hd099872      hd051013
hd099890      hd097471
hd100213      hd093028
hd101190      hd091824
hd101205      hd093028
hd102552      bd +32 270
hd103779      hd094493
hd108927      hd037525
hd122879      hd091983
hd124979      hd093028
hd147888      hd037332
hd148422      hd100276
hd149404      hd210809
hd151805      hd100276
hd152233      hd091824
hd152234      hd094493
hd152248      hd093028
hd152249      hd210809
hd152723      hd091824
hd157857      hd091824
hd160993      hd100276
hd163522      hd100276
hd164816      hd097471
hd164906      bd +52 3210
hd165052      hd091824
hd167402      hd097471
hd167771      hd093028
hd168076      hd091824
hd168941      hd091983
hd177989      hd075309
hd178487      hd091983
hd179406      hd051013
hd179407      hd104705
hd185418      hd097471
hd188001      hd093028
hd190603      hd100276
hd192639      hd093028
hd197770      hd114444
hd198781      hd097471
hd199579      hd091824
hd200775      bd +32 270
hd203938      hd172140
hd206267      hd091824
hd206773      hd097471
hd207198      hd210809
hd209339      hd104705
hd210121      hd037525
hd210839      hd210809
hd216898      hd093028
hd220057      hd114444
hd239683      hd037525
hd239729      hd097471
hd303308      hd091824
hd315021      hd051013
hd315021      hd114444
hd326329      hd093028
hd332407      hd100276
