rname        | cname        |
bd-13d4920     hd031726
bd-13d4921     hd036512
bd+32d270      hd064802
bd+35d4258     hd036512
bd+37d3862     hd036512
bd+40d4219     hd047839
bd+40d4227     hd047839
bd+41d3737     hd032630
bd+44d1080     hd034759
bd+45d3360     hd032630
bd+45d973      hd032630
bd+52d3210     hd031726
bd+53d2820     hd063922
bd+53d2885     hd051283
bd+54d2761     hd047839
bd+55d2899     hd046328
bd+55d393      hd031726
bd+56d502      hd031726
bd+56d510      hd034759
bd+56d511      hd079447
bd+56d515      hd036512
bd+56d517      hd031726
bd+56d518      hd031726
bd+56d524      hd031726
bd+56d574      hd046328
bd+56d576      hd051283
bd+57d245      hd051283
bd+57d252      hd046328
bd+57d513      hd046328
bd+58d2292     hd034759
bd+59d2829     hd063922
bd+59d562      hd047839
bd+60d261      hd047839
bd+60d497      hd047839
bd+60d594      hd214680
bd+61d2365     hd031726
bd+62d2125     hd031726
bd+62d2154     hd031726
bd+63d1964     hd167756
cd-24d13840    hd064802
cd-28d5205     hd036512
cd-41d11030    hd031726
cd-41d11034    hd031726
cd-42d4120     hd064802
cd-42d4819     hd031726
cd-57d3348     hd036512
cd-58d3526     hd047839
cd-59d3300     hd047839
cgo79          hd214680
cpd-59d4552    hd046328
cpd-63d2495    hd036512
csi+59-01543   hd031726
hd001383       hd150168
hd002905       hd150168
hd003191       hd063922
hd012323       hd214680
hd012993       hd047839
hd013267       hd195986
hd013268       hd047839
hd013338       hd031726
hd013621       hd031726
hd013659       hd150168
hd013841       hd165024
hd013854       hd150168
hd014052       hd150168
hd014053       hd150168
hd014092       hd031726
hd014134       hd165024
hd014143       hd165024
hd014250       hd046328
hd014321       hd046328
hd014357       hd165024
hd014422       hd031726
hd014434       hd047839
hd014442       hd047839
hd014443       hd165024
hd014520       hd165024
hd014947       hd047839
hd014956       hd165024
hd015558       hd047839
hd015570       hd047839
hd015629       hd047839
hd015690       hd165024
hd016691       hd047839
hd017505       hd047839
hd018352       hd031726
hd019820       hd214680
hd021483       hd079447
hd023060       hd064802
hd023180       hd046328
hd024263       hd034759
hd024432       hd079447
hd024912       hd047839
hd025443       hd119159
hd025638       hd063922
hd027778       hd032630
hd029309       hd064802
hd029647       hd034759
hd030614       hd188209
hd030675       hd032630
hd031327       hd165024
hd033357       hd031726
hd034078       hd214680
hd034816       hd119159
hd034921       hd063922
hd036629       hd064802
hd036879       hd047839
hd036982       hd031726
hd037020       hd036512
hd037021       hd036512
hd037022       hd047839
hd037023       hd036512
hd037041       hd214680
hd037061       hd031726
hd037332       hd065904
hd037356       hd051283
hd037367       hd064802
hd037525       hd034759
hd037903       hd031726
hd038023       hd065904
hd038087       hd034759
hd038131       hd036512
hd040893       hd046328
hd041117       hd165024
hd041690       hd031726
hd042087       hd165024
hd043582       hd063922
hd043818       hd167756
hd045314       hd214680
hd046056       hd047839
hd046106       hd031726
hd046149       hd214680
hd046150       hd047839
hd046202       hd214680
hd046223       hd047839
hd046485       hd047839
hd046660       hd031726
hd046711       hd079447
hd046883       hd036512
hd046966       hd047839
hd047129       hd047839
hd047240       hd150168
hd047382       hd063922
hd047417       hd063922
hd047432       hd063922
hd048099       hd047839
hd050562       hd051283
hd051013       hd032630
hd052266       hd214680
hd052721       hd064802
hd053974       hd119159
hd054306       hd064802
hd054439       hd051283
hd055857       hd036512
hd060479       hd167756
hd061831       hd064802
hd062542       hd032630
hd064219       hd165024
hd064315       hd047839
hd068633       hd034759
hd069106       hd064760
hd069106       hd119159
hd070614       hd034759
hd072648       hd031726
hd073882       hd063922
hd074273       hd031726
hd075309       hd165024
hd079186       hd195986
hd083597       hd064802
hd089137       hd165024
hd091651       hd214680
hd091824       hd047839
hd091943       hd064760
hd091943       hd119159
hd091969       hd167756
hd091983       hd188209
hd092044       hd150168
hd092964       hd165024
hd093028       hd047839
hd093129       hd047839
hd093130       hd047839
hd093160       hd047839
hd093205       hd047839
hd093222       hd047839
hd093249       hd047839
hd093250       hd047839
hd093403       hd047839
hd093632       hd036512
hd093827       hd165024
hd093843       hd047839
hd094493       hd064760
hd094493       hd167756
hd094663       hd063922
hd096042       hd031726
hd096675       hd034759
hd096715       hd047839
hd097471       hd036512
hd097484       hd047839
hd097848       hd063922
hd099264       hd064802
hd099872       hd032630
hd099890       hd036512
hd099953       hd165024
hd100213       hd047839
hd100276       hd150168
hd101008       hd150168
hd101190       hd047839
hd101205       hd047839
hd102552       hd064802
hd103779       hd064760
hd103779       hd119159
hd104565       hd167756
hd104683       hd167756
hd104705       hd063922
hd105056       hd167756
hd108927       hd034759
hd110863       hd165024
hd110946       hd046328
hd111934       hd165024
hd111973       hd195986
hd111990       hd150168
hd112244       hd188209
hd112272       hd064760
hd112272       hd167756
hd112784       hd063922
hd113012       hd063922
hd114213       hd150168
hd114444       hd051283
hd116852       hd063922
hd120521       hd047839
hd120678       hd036512
hd122669       hd036512
hd122831       hd046328
hd122879       hd167756
hd123008       hd036512
hd123335       hd034759
hd124979       hd047839
hd125288       hd195986
hd129557       hd051283
hd134591       hd195986
hd141318       hd165024
hd141926       hd064802
hd144470       hd031726
hd145792       hd034759
hd147165       hd046328
hd147331       hd167756
hd147701       hd195986
hd147888       hd065904
hd147889       hd051283
hd147933       hd064802
hd148379       hd165024
hd148422       hd150168
hd148546       hd167756
hd149038       hd167756
hd149404       hd188209
hd149452       hd214680
hd149757       hd214680
hd151804       hd188209
hd151805       hd150168
hd151990       hd188209
hd152096       hd165024
hd152233       hd047839
hd152234       hd064760
hd152234       hd167756
hd152235       hd150168
hd152236       hd150168
hd152245       hd167756
hd152246       hd188209
hd152247       hd188209
hd152248       hd047839
hd152249       hd188209
hd152408       hd047839
hd152424       hd167756
hd152560       hd064802
hd152667       hd064760
hd152667       hd167756
hd152723       hd047839
hd153919       hd047839
hd154368       hd188209
hd154445       hd064802
hd155756       hd167756
hd156247       hd034759
hd157857       hd047839
hd159176       hd047839
hd160641       hd188209
hd160993       hd150168
hd161653       hd064760
hd161653       hd167756
hd162978       hd063922
hd163181       hd167756
hd163522       hd150168
hd164019       hd167756
hd164073       hd079447
hd164402       hd167756
hd164492       hd047839
hd164740       hd047839
hd164794       hd188209
hd164816       hd036512
hd164906       hd046328
hd165052       hd047839
hd166734       hd047839
hd167264       hd064760
hd167264       hd167756
hd167402       hd214680
hd167771       hd047839
hd167838       hd165024
hd167971       hd047839
hd168075       hd047839
hd168076       hd047839
hd168112       hd047839
hd168137       hd165024
hd168750       hd150168
hd168941       hd188209
hd169454       hd150168
hd169582       hd047839
hd170740       hd064802
hd172140       hd119159
hd172175       hd047839
hd175156       hd079447
hd175876       hd047839
hd177989       hd165024
hd178487       hd167756
hd179406       hd032630
hd179407       hd167756
hd180968       hd119159
hd182918       hd034759
hd185418       hd036512
hd185859       hd064760
hd185859       hd167756
hd188001       hd047839
hd190603       hd150168
hd190944       hd031726
hd190967       hd150168
hd190991       hd063922
hd191396       hd064760
hd191396       hd119159
hd191612       hd047839
hd191781       hd167756
hd192001       hd063922
hd192281       hd047839
hd192639       hd047839
hd192660       hd167756
hd193076       hd064760
hd193076       hd119159
hd193322       hd214680
hd193682       hd047839
hd197512       hd031726
hd197702       hd046328
hd197770       hd051283
hd198478       hd165024
hd198781       hd036512
hd198846       hd063922
hd199021       hd036512
hd199216       hd150168
hd199579       hd047839
hd200775       hd064802
hd203064       hd047839
hd203532       hd034759
hd203938       hd119159
hd204827       hd036512
hd205794       hd034759
hd205948       hd064802
hd206135       hd032630
hd206267       hd047839
hd206773       hd036512
hd207198       hd188209
hd209145       hd031726
hd209339       hd063922
hd209975       hd188209
hd210121       hd034759
hd210809       hd188209
hd210839       hd188209
hd215835       hd047839
hd216658       hd036512
hd216898       hd214680
hd217061       hd031726
hd217086       hd047839
hd217979       hd031726
hd218066       hd031726
hd218376       hd119159
hd218674       hd079447
hd220057       hd051283
hd224257       hd063922
hd224424       hd150168
hd225094       hd165024
hd225146       hd167756
hd225160       hd047839
hd225642       hd051283
hd228365       hd031726
hd228969       hd165024
hd229196       hd047839
hd229227       hd167756
hd229234       hd063922
hd229238       hd167756
hd232522       hd150168
hd232947       hd167756
hd235679       hd165024
hd235783       hd150168
hd235874       hd079447
hd236923       hd031726
hd236960       hd119159
hd239683       hd034759
hd239689       hd034759
hd239693       hd034759
hd239710       hd032630
hd239722       hd034759
hd239724       hd046328
hd239725       hd034759
hd239729       hd036512
hd239738       hd034759
hd239742       hd034759
hd239745       hd034759
hd239748       hd034759
hd242908       hd047839
hd242926       hd047839
hd242935       hd047839
hd248893       hd167756
hd251204       hd063922
hd252325       hd031726
hd281159       hd034759
hd283809       hd032630
hd283845       hd032630
hd292167       hd063922
hd294264       hd032630
hd303308       hd047839
hd315021       hd051283
hd315023       hd032630
hd315032       hd034759
hd315033       hd032630
hd326328       hd031726
hd326329       hd214680
hd326330       hd036512
hd326331       hd034759
hd326333       hd036512
hd332407       hd150168
ls908          hd214680
sao124218      hd063922
sao186154      hd064802
sao20575       hd047839
sao227385      hd063922
sao23262       hd046328
sao252078      hd051283
sao33738       hd064802
sao69815       hd063922
walker67       hd064802
